week_number,week_start,week_end,tests_weekly,tests_cumulative,test_rate_weekly,test_rate_cumulative,percent_tested_positive_weekly,percent_tested_positive_cumulative,deaths_weekly,deaths_cumulative,death_rate_weekly,death_rate_cumulative,population,row_id,zip_code_location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,cases_weekly,cases_cumulative,case_rate_weekly,case_rate_cumulative
40,2020-09-27T00:00:00.000,2020-10-03T00:00:00.000,2529,42382.0,2890.0,48431.6,0.029,0.062,0.0,94.0,0.0,107.4,87509,60647-2020-40,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,70,2394,80.0,2735.7
41,2020-10-04T00:00:00.000,2020-10-10T00:00:00.000,3099,45481.0,3541.4,51972.9,0.041,0.06,0.0,94.0,0.0,107.4,87509,60647-2020-41,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,116,2510,132.6,2868.3
42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,3321,48802.0,3795.0,55768.0,0.062,0.06,1.0,95.0,1.1,108.6,87509,60647-2020-42,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,172,2682,196.6,3064.8
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,184,2828.0,638.8,9818.1,0.049,0.098,1.0,9.0,3.5,31.2,28804,60655-2020-23,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",33,73,4447,369,42,7,270,24.3,937.4
22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,23,139.0,1848.9,11173.6,0.043,0.151,0.0,0.0,0.0,0.0,1244,60602-2020-22,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",41,38,14310,92,36,0,13,0.0,1045.0
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,43,232.0,150.5,811.8,0.233,0.19,2.0,7.0,7.0,24.5,28577,60827-2020-20,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",0,0,4460,0,0,12,63,42.0,220.5
43,2020-10-18T00:00:00.000,2020-10-24T00:00:00.000,3815,52617.0,4359.6,60127.5,0.075,0.062,1.0,96.0,1.1,109.7,87509,60647-2020-43,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,261,2943,298.3,3363.1
44,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,4013,56630.0,4585.8,64713.3,0.1,0.064,0.0,96.0,0.0,109.7,87509,60647-2020-44,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,343,3286,392.0,3755.0
45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,4335,60965.0,4953.8,69667.1,0.119,0.068,0.0,96.0,0.0,109.7,87509,60647-2020-45,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,456,3742,521.1,4276.1
46,2020-11-08T00:00:00.000,2020-11-14T00:00:00.000,4576,65541.0,5229.2,74896.3,0.134,0.073,2.0,98.0,2.3,112.0,87509,60647-2020-46,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,550,4292,628.5,4904.6
10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61258,60619-2020-10,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,0,0,0.0,0.0
47,2020-11-15T00:00:00.000,2020-11-21T00:00:00.000,5344,70885.0,6106.8,81003.1,0.101,0.075,6.0,104.0,6.9,118.8,87509,60647-2020-47,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,469,4761,535.9,5440.6
44,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60666-2020-44,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",38,75,16197,668,29,0,0,0.0,0.0
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,3699,74584.0,4227.0,85230.1,0.107,0.076,5.0,109.0,5.7,124.6,87509,60647-2020-48,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,319,5080,364.5,5805.1
14,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,195,414.0,340.1,722.0,0.2,0.167,0.0,2.0,0.0,3.5,57344,60630-2020-14,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",48,11,21869,129,50,45,84,78.5,146.5
44,2020-10-25T00:00:00.000,2020-10-31T00:00:00.000,65,974.0,5225.1,78295.8,0.046,0.05,0.0,0.0,0.0,0.0,1244,60602-2020-44,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",41,38,14310,92,36,3,35,241.2,2813.5
16,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,78,279.0,386.1,1381.1,0.051,0.125,1.0,1.0,5.0,5.0,20201,60642-2020-16,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",49,25,22620,109,46,5,42,24.8,207.9
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,1260,20814.0,4578.7,75635.0,0.056,0.054,0.0,6.0,0.0,21.8,27519,60605-2020-48,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",35,38,14913,368,10,64,1092,232.6,3968.2
25,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,969,8761.0,1223.4,11061.2,0.06,0.208,6.0,67.0,7.6,84.6,79205,60608-2020-25,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,35,1817,44.2,2294.0
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,1137,5756.0,1377.6,6974.1,0.126,0.179,4.0,45.0,4.8,54.5,82534,60617-2020-21,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47,131,1008,158.7,1221.3
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,931,4939.0,1063.9,5644.0,0.171,0.238,13.0,69.0,14.9,78.8,87509,60647-2020-21,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,134,1208,153.1,1380.4
10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,1,1.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,54464,60616-2020-10,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,0,0,0.0,0.0
49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,4095,78679.0,4679.5,89909.6,0.111,0.078,1.0,110.0,1.1,125.7,87509,60647-2020-49,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,410,5490,468.5,6273.6
13,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,14,20.0,49.0,70.0,0.5,0.4,0.0,0.0,0.0,0.0,28577,60827-2020-13,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",0,0,4460,0,0,8,11,28.0,38.5
50,2020-12-06T00:00:00.000,2020-12-12T00:00:00.000,4048,82727.0,4625.8,94535.4,0.111,0.08,4.0,114.0,4.6,130.3,87509,60647-2020-50,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,369,5859,421.7,6695.3
39,2020-09-20T00:00:00.000,2020-09-26T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60666-2020-39,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",38,75,16197,668,29,0,0,0.0,0.0
51,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,4398,87125.0,5025.8,99561.2,0.082,0.08,4.0,118.0,4.6,134.8,87509,60647-2020-51,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,312,6171,356.5,7051.8
52,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,3738,90863.0,4271.6,103832.7,0.074,0.08,5.0,123.0,5.7,140.6,87509,60647-2020-52,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,229,6400,261.7,7313.5
53,2020-12-27T00:00:00.000,2021-01-02T00:00:00.000,3419,94282.0,3907.0,107739.8,0.089,0.08,6.0,129.0,6.9,147.4,87509,60647-2020-53,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,250,6650,285.7,7599.2
1,2021-01-03T00:00:00.000,2021-01-09T00:00:00.000,4314,98596.0,4929.8,112669.6,0.088,0.08,2.0,131.0,2.3,149.7,87509,60647-2021-1,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,327,6977,373.7,7972.9
10,2021-03-07T00:00:00.000,2021-03-13T00:00:00.000,2642,124131.0,3019.1,141849.4,0.031,0.073,1.0,142.0,1.1,162.3,87509,60647-2021-10,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,78,7932,89.1,9064.2
11,2021-03-14T00:00:00.000,2021-03-20T00:00:00.000,2715,126846.0,3102.5,144951.9,0.043,0.072,0.0,142.0,0.0,162.3,87509,60647-2021-11,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,99,8031,113.1,9177.3
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,207,588.0,701.0,1991.3,0.135,0.133,0.0,1.0,0.0,3.4,29529,60631-2020-15,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",17,36,22243,733,29,26,81,88.0,274.3
49,2020-11-29T00:00:00.000,2020-12-05T00:00:00.000,58,1313.0,4662.4,105546.6,0.069,0.062,0.0,0.0,0.0,0.0,1244,60602-2020-49,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",41,38,14310,92,36,2,60,160.8,4823.2
14,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,204,502.0,216.1,531.8,0.265,0.195,0.0,0.0,0.0,0.0,94395,60618-2020-14,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20,63,123,66.7,130.3
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,89,470.0,2870.0,15156.4,0.101,0.185,0.0,0.0,0.0,0.0,3101,60606-2020-21,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",46,38,14914,92,36,0,20,0.0,645.0
33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,1343,15984.0,2183.9,25992.4,0.058,0.147,1.0,78.0,1.6,126.8,61495,60609-2020-33,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,56,2213,91.1,3598.7
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,880,4398.0,1111.0,5552.7,0.208,0.292,5.0,39.0,6.3,49.2,79205,60608-2020-20,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,190,1381,239.9,1743.6
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,504,2358.0,1565.1,7322.3,0.135,0.241,1.0,44.0,3.1,136.6,32203,60636-2020-21,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",23,65,22257,280,3,61,646,189.4,2006.0
10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47732,60645-2020-10,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",12,20,22528,42,27,0,0,0.0,0.0
28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,127,1280.0,4095.5,41277.0,0.047,0.099,0.0,1.0,0.0,32.2,3101,60606-2020-28,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",46,38,14914,92,36,3,36,96.7,1160.9
12,2021-03-21T00:00:00.000,2021-03-27T00:00:00.000,3145,129991.0,3593.9,148545.9,0.046,0.072,1.0,143.0,1.1,163.4,87509,60647-2021-12,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,140,8171,160.0,9337.3
2,2021-01-10T00:00:00.000,2021-01-16T00:00:00.000,3617,102213.0,4133.3,116802.8,0.075,0.08,3.0,134.0,3.4,153.1,87509,60647-2021-2,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,224,7201,256.0,8228.9
29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,1970,16436.0,2087.0,17411.9,0.03,0.106,0.0,50.0,0.0,53.0,94395,60618-2020-29,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20,47,1551,49.8,1643.1
3,2021-01-17T00:00:00.000,2021-01-23T00:00:00.000,3158,105371.0,3608.8,120411.6,0.056,0.08,3.0,137.0,3.4,156.6,87509,60647-2021-3,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,150,7351,171.4,8400.3
4,2021-01-24T00:00:00.000,2021-01-30T00:00:00.000,3256,108627.0,3720.8,124132.4,0.059,0.079,1.0,138.0,1.1,157.7,87509,60647-2021-4,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,152,7503,173.7,8574.0
5,2021-01-31T00:00:00.000,2021-02-06T00:00:00.000,2752,111379.0,3144.8,127277.2,0.042,0.078,2.0,140.0,2.3,160.0,87509,60647-2021-5,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,90,7593,102.8,8676.8
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,178,1996.0,413.8,4639.8,0.14,0.199,0.0,12.0,0.0,27.9,43019,60707-2020-23,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,16,366,37.2,850.8
6,2021-02-07T00:00:00.000,2021-02-13T00:00:00.000,2588,113967.0,2957.4,130234.6,0.038,0.077,1.0,141.0,1.1,161.1,87509,60647-2021-6,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,83,7676,94.8,8771.7
7,2021-02-14T00:00:00.000,2021-02-20T00:00:00.000,2185,116152.0,2496.9,132731.5,0.029,0.076,0.0,141.0,0.0,161.1,87509,60647-2021-7,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,52,7728,59.4,8831.1
8,2021-02-21T00:00:00.000,2021-02-27T00:00:00.000,2614,118766.0,2987.1,135718.6,0.031,0.075,0.0,141.0,0.0,161.1,87509,60647-2021-8,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,73,7801,83.4,8914.5
9,2021-02-28T00:00:00.000,2021-03-06T00:00:00.000,2723,121489.0,3111.7,138830.3,0.025,0.074,0.0,141.0,0.0,161.1,87509,60647-2021-9,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",1,23,22535,322,41,53,7854,60.6,8975.1
14,2020-03-29T00:00:00.000,2020-04-04T00:00:00.000,223,522.0,484.5,1134.2,0.274,0.239,7.0,10.0,15.2,21.7,46024,60649-2020-14,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,69,145,149.9,315.1
26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60666-2020-26,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",38,75,16197,668,29,0,0,0.0,0.0
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,212,734.0,460.6,1594.8,0.33,0.266,12.0,22.0,26.1,47.8,46024,60649-2020-15,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,74,219,160.8,475.8
16,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,309,1043.0,671.4,2266.2,0.259,0.264,17.0,39.0,36.9,84.7,46024,60649-2020-16,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,96,315,208.6,684.4
17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,497,1540.0,1079.9,3346.1,0.288,0.271,11.0,50.0,23.9,108.6,46024,60649-2020-17,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,191,506,415.0,1099.4
18,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,423,1963.0,919.1,4265.2,0.184,0.253,25.0,75.0,54.3,163.0,46024,60649-2020-18,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,79,585,171.6,1271.1
19,2020-05-03T00:00:00.000,2020-05-09T00:00:00.000,578,2541.0,1255.9,5521.0,0.144,0.228,12.0,87.0,26.1,189.0,46024,60649-2020-19,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,67,652,145.6,1416.7
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,594,3135.0,1290.6,6811.7,0.091,0.202,12.0,99.0,26.1,215.1,46024,60649-2020-20,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,52,704,113.0,1529.6
37,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,517,9011.0,1878.7,32744.6,0.015,0.037,0.0,2.0,0.0,7.3,27519,60605-2020-37,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",35,38,14913,368,10,13,373,47.2,1355.4
12,2020-03-15T00:00:00.000,2020-03-21T00:00:00.000,87,91.0,174.9,183.0,0.092,0.088,0.0,0.0,0.0,0.0,49730,60626-2020-12,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",9,10,21853,358,5,15,16,30.2,32.2
42,2020-10-11T00:00:00.000,2020-10-17T00:00:00.000,773,7638.0,5267.5,52047.7,0.045,0.037,1.0,7.0,6.8,47.7,14675,60601-2020-42,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",42,38,14309,580,36,36,259,245.3,1764.9
16,2020-04-12T00:00:00.000,2020-04-18T00:00:00.000,327,868.0,531.8,1411.5,0.431,0.341,5.0,10.0,8.1,16.3,61495,60609-2020-16,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,151,340,245.5,552.9
11,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,15,15.0,54.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,27519,60605-2020-11,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",35,38,14913,368,10,0,0,0.0,0.0
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,911,4068.0,1487.2,6640.8,0.078,0.187,7.0,50.0,11.4,81.6,61258,60619-2020-20,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",61,40,21546,140,35,62,765,101.2,1248.8
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,227,744.0,455.2,1491.9,0.348,0.344,7.0,10.0,14.0,20.1,49870,60643-2020-15,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",13,71,22212,630,42,88,284,176.5,569.5
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,286,869.0,599.2,1820.6,0.399,0.369,6.0,8.0,12.6,16.8,47732,60645-2020-15,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",12,20,22528,42,27,116,356,243.0,745.8
21,2020-05-17T00:00:00.000,2020-05-23T00:00:00.000,761,3896.0,1653.5,8465.1,0.089,0.18,6.0,105.0,13.0,228.1,46024,60649-2020-21,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,51,755,110.8,1640.4
15,2020-04-05T00:00:00.000,2020-04-11T00:00:00.000,17,84.0,171.3,846.3,0.176,0.19,0.0,0.0,0.0,0.0,9926,60661-2020-15,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",45,29,4452,784,36,2,17,20.1,171.3
22,2020-05-24T00:00:00.000,2020-05-30T00:00:00.000,580,4476.0,1260.2,9725.4,0.086,0.168,4.0,109.0,8.7,236.8,46024,60649-2020-22,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,42,797,91.3,1731.7
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,403,4879.0,875.6,10601.0,0.062,0.159,9.0,118.0,19.6,256.4,46024,60649-2020-23,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,23,820,50.0,1781.7
24,2020-06-07T00:00:00.000,2020-06-13T00:00:00.000,644,5523.0,1399.3,12000.3,0.034,0.144,4.0,122.0,8.7,265.1,46024,60649-2020-24,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,13,833,28.2,1809.9
25,2020-06-14T00:00:00.000,2020-06-20T00:00:00.000,650,6173.0,1412.3,13412.6,0.032,0.133,1.0,123.0,2.2,267.3,46024,60649-2020-25,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,15,848,32.6,1842.5
45,2020-11-01T00:00:00.000,2020-11-07T00:00:00.000,0,807.0,0.0,2823.9,0.0,0.09,0.0,8.0,0.0,28.0,28577,60827-2020-45,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",0,0,4460,0,0,8,148,28.0,517.9
26,2020-06-21T00:00:00.000,2020-06-27T00:00:00.000,1190,7363.0,2585.6,15998.2,0.018,0.114,0.0,123.0,0.0,267.3,46024,60649-2020-26,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,14,862,30.4,1872.9
27,2020-06-28T00:00:00.000,2020-07-04T00:00:00.000,847,8210.0,1840.3,17838.5,0.028,0.105,0.0,123.0,0.0,267.3,46024,60649-2020-27,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,21,883,45.6,1918.6
52,2020-12-20T00:00:00.000,2020-12-26T00:00:00.000,2314,65993.0,2921.5,83319.2,0.071,0.109,1.0,115.0,1.3,145.2,79205,60608-2020-52,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",43,33,14920,126,26,121,6294,152.8,7946.5
51,2020-12-13T00:00:00.000,2020-12-19T00:00:00.000,2082,47262.0,3385.6,76855.0,0.118,0.128,6.0,113.0,9.8,183.8,61495,60609-2020-51,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",37,59,14924,123,48,193,5462,313.8,8882.0
20,2020-05-10T00:00:00.000,2020-05-16T00:00:00.000,406,1548.0,1040.5,3967.3,0.079,0.123,0.0,4.0,0.0,10.3,39019,60610-2020-20,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",54,37,14926,290,11,29,205,74.3,525.4
23,2020-05-31T00:00:00.000,2020-06-06T00:00:00.000,322,3942.0,938.5,11489.0,0.099,0.216,0.0,24.0,0.0,69.9,34311,60612-2020-23,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46,24,697,69.9,2031.4
37,2020-09-06T00:00:00.000,2020-09-12T00:00:00.000,1121,16977.0,2058.2,31171.0,0.027,0.05,0.0,38.0,0.0,69.8,54464,60616-2020-37,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",40,1,21194,377,9,29,793,53.2,1456.0
28,2020-07-05T00:00:00.000,2020-07-11T00:00:00.000,680,8890.0,1477.5,19316.0,0.059,0.102,0.0,123.0,0.0,267.3,46024,60649-2020-28,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,36,919,78.2,1996.8
29,2020-07-12T00:00:00.000,2020-07-18T00:00:00.000,842,9732.0,1829.5,21145.5,0.044,0.097,0.0,123.0,0.0,267.3,46024,60649-2020-29,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,30,949,65.2,2062.0
13,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,145,294.0,203.3,412.3,0.248,0.194,0.0,1.0,0.0,1.4,71308,60614-2020-13,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",16,68,21190,744,34,39,77,54.7,108.0
30,2020-07-19T00:00:00.000,2020-07-25T00:00:00.000,675,10407.0,1466.6,22612.1,0.046,0.093,1.0,124.0,2.2,269.4,46024,60649-2020-30,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,30,979,65.2,2127.2
31,2020-07-26T00:00:00.000,2020-08-01T00:00:00.000,796,11203.0,1729.5,24341.6,0.041,0.09,1.0,125.0,2.2,271.6,46024,60649-2020-31,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,29,1008,63.0,2190.2
11,2020-03-08T00:00:00.000,2020-03-14T00:00:00.000,5,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,71023,60641-2020-11,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",21,15,22618,139,21,0,0,0.0,0.0
32,2020-08-02T00:00:00.000,2020-08-08T00:00:00.000,733,11936.0,1592.6,25934.3,0.035,0.086,0.0,125.0,0.0,271.6,46024,60649-2020-32,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,23,1031,50.0,2240.1
33,2020-08-09T00:00:00.000,2020-08-15T00:00:00.000,737,12673.0,1601.3,27535.6,0.037,0.084,0.0,125.0,0.0,271.6,46024,60649-2020-33,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,24,1055,52.1,2292.3
34,2020-08-16T00:00:00.000,2020-08-22T00:00:00.000,817,13490.0,1775.2,29310.8,0.023,0.08,0.0,125.0,0.0,271.6,46024,60649-2020-34,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,17,1072,36.9,2329.2
13,2020-03-22T00:00:00.000,2020-03-28T00:00:00.000,133,232.0,410.2,715.5,0.195,0.147,0.0,0.0,0.0,0.0,32426,60611-2020-13,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",6,37,21182,158,36,25,41,77.1,126.4
35,2020-08-23T00:00:00.000,2020-08-29T00:00:00.000,694,14184.0,1507.9,30818.7,0.049,0.078,0.0,125.0,0.0,271.6,46024,60649-2020-35,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,21,1093,45.6,2374.8
36,2020-08-30T00:00:00.000,2020-09-05T00:00:00.000,732,14916.0,1590.5,32409.2,0.019,0.075,0.0,125.0,0.0,271.6,46024,60649-2020-36,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",24,39,22538,418,33,16,1109,34.8,2409.6
48,2020-11-22T00:00:00.000,2020-11-28T00:00:00.000,1552,27158.0,5244.8,91777.9,0.06,0.05,0.0,5.0,0.0,16.9,29591,60607-2020-48,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",44,29,14917,87,26,92,1569,310.9,5302.3
10,2020-03-01T00:00:00.000,2020-03-07T00:00:00.000,1,1.0,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,43019,60707-2020-10,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",0,0,4454,0,0,0,0,0.0,0.0
17,2020-04-19T00:00:00.000,2020-04-25T00:00:00.000,172,701.0,440.8,1796.6,0.145,0.167,2.0,3.0,5.1,7.7,39019,60610-2020-17,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",54,37,14926,290,11,22,132,56.4,338.3
18,2020-04-26T00:00:00.000,2020-05-02T00:00:00.000,471,1653.0,660.5,2318.1,0.123,0.173,6.0,38.0,8.4,53.3,71308,60614-2020-18,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",16,68,21190,744,34,96,369,134.6,517.5
